info	GenerationTime	ExecutionTime	PlanTime	NumRoles(Before)	NumRoles(After)	NumAss(Before)	NumAss(After)	numUsers	NumPermessi	numAssUPA	numAssUA	numAssPA	opt	sim	ResultCompliance
exc_10_beta_0.4	0.0700000000652	896.19	0	13	7	65	34	11	11	26	16	18	0.474683544304	0.850549450549	True
exc_11_beta_0.4	0.0700000000652	540.67	0	13	7	65	34	11	11	26	15	19	0.474683544304	0.897435897436	True
exc_0_beta_0.45	0.0600000000559	1116.08	0	13	7	65	29	11	11	26	12	17	0.506329113924	0.791758241758	True
exc_1_beta_0.45	0.0500000000466	7454.99	0	13	8	65	30	11	11	26	15	15	0.405063291139	0.779887820513	True
exc_2_beta_0.45	0.0700000000652	6793.26	0	13	8	65	30	11	11	26	15	15	0.405063291139	0.810176282051	True
exc_3_beta_0.45	0.0699999998324	1463.32	0	13	7	65	28	11	11	26	16	12	0.512658227848	0.721611721612	True
exc_4_beta_0.45	0.0500000000466	1164.12	0	13	7	65	29	11	11	26	13	16	0.506329113924	0.7836996337	True
exc_5_beta_0.45	1.02000000002	921.96	0	13	7	65	29	11	11	26	13	16	0.506329113924	0.7836996337	True
exc_6_beta_0.45	0.0600000000559	839.2	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.792124542125	True
exc_7_beta_0.45	0.0400000000373	1094.38	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.710622710623	True
exc_8_beta_0.45	0.0400000000373	772.46	0	13	7	65	29	11	11	26	13	16	0.506329113924	0.7836996337	True
exc_9_beta_0.45	0.0599999995902	1422.02	0	13	7	65	29	11	11	26	12	17	0.506329113924	0.757326007326	True
exc_10_beta_0.45	0.0500000000466	944.47	0	13	7	65	29	11	11	26	13	16	0.506329113924	0.795604395604	True
exc_11_beta_0.45	0.0600000000559	586.26	0	13	7	65	28	11	11	26	13	15	0.512658227848	0.759157509158	True
exc_0_beta_0.5	0.0600000000559	6894.43	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.774267399267	True
exc_1_beta_0.5	0.0600000000559	7421.29	0	13	8	65	30	11	11	26	15	15	0.405063291139	0.810176282051	True
exc_2_beta_0.5	0.0600000000559	11400.42	0	13	8	65	30	11	11	26	13	17	0.405063291139	0.815705128205	True
exc_3_beta_0.5	0.0700000000652	1471.43	0	13	7	65	28	11	11	26	14	14	0.512658227848	0.732600732601	True
exc_4_beta_0.5	0.0700000000652	5409.73	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.792124542125	True
exc_5_beta_0.5	0.0600000000559	4048.05	0	13	7	65	29	11	11	26	13	16	0.506329113924	0.7836996337	True
exc_6_beta_0.5	0.0799999998417	21277.68	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_7_beta_0.5	0.0800000000745	21230.47	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_8_beta_0.5	0.0600000000559	915.9	0	13	7	65	29	11	11	26	14	15	0.506329113924	0.765567765568	True
exc_9_beta_0.5	0.530000000028	5531.41	0	13	7	65	29	11	11	26	13	16	0.506329113924	0.739468864469	True
exc_10_beta_0.5	12.1699999999	3307.72	0	13	7	65	29	11	11	26	15	14	0.506329113924	0.722527472527	True
exc_11_beta_0.5	0.0700000000652	3032.17	0	13	7	65	28	11	11	26	14	14	0.512658227848	0.770146520147	True
exc_0_beta_0.55	0.0700000000652	19389.68	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_1_beta_0.55	0.059999999823	15444.39	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_2_beta_0.55	0.0400000000373	12284.43	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_3_beta_0.55	0.0200000000186	10839.57	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_4_beta_0.55	0.0299999997951	10846.85	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_5_beta_0.55	0.0200000000186	10836.09	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_6_beta_0.55	0.0300000000279	10845.22	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_7_beta_0.55	0.0200000000186	10860.9	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_8_beta_0.55	0.0400000000373	10842.48	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_9_beta_0.55	0.0400000000373	10843.38	0	null	null	null	null	null	11	null	null	null	null	null	False
exc_10_beta_0.55	0.0300000002608	10837.11	0	null	null	null	null	null	11	null	null	null	null	null	False
